corruption,batch_in_corruption,r_l,r_s,pred_l,pred_s,anchor,tau,acc_l,acc_s,duo_acc,true_better,anchor_correct
defocus_blur/s5,149,0.6667457222938538,0.19797301292419434,0.6667457222938538,0.19797301292419434,large,0.7951411008834839,0.3203125,0.171875,0.3671875,large,True
defocus_blur/s5,150,0.6403204798698425,0.17626258730888367,0.6403204798698425,0.17626258730888367,large,1.5706288814544678,0.328125,0.1328125,0.328125,large,True
defocus_blur/s5,151,0.6705347895622253,0.20190057158470154,0.6705347895622253,0.20190057158470154,large,1.5367212295532227,0.34375,0.203125,0.3359375,large,True
defocus_blur/s5,152,0.673678457736969,0.2369173914194107,0.673678457736969,0.2369173914194107,large,0.9142852425575256,0.3046875,0.1953125,0.375,large,True
defocus_blur/s5,153,0.6524362564086914,0.1682814359664917,0.6524362564086914,0.1682814359664917,large,1.5790064334869385,0.3984375,0.140625,0.40625,large,True
defocus_blur/s5,154,0.661495566368103,0.21350745856761932,0.661495566368103,0.21350745856761932,large,0.8230246305465698,0.328125,0.125,0.390625,large,True
defocus_blur/s5,155,0.6461783647537231,0.19468912482261658,0.6461783647537231,0.19468912482261658,large,1.4758191108703613,0.328125,0.140625,0.34375,large,True
defocus_blur/s5,156,0.6878352761268616,0.19186991453170776,0.6878352761268616,0.19186991453170776,large,0.750212550163269,0.3125,0.1328125,0.359375,large,True
defocus_blur/s5,157,0.683075487613678,0.18061742186546326,0.683075487613678,0.18061742186546326,large,1.5200623273849487,0.2421875,0.1484375,0.2890625,large,True
defocus_blur/s5,158,0.6138567924499512,0.19086724519729614,0.6138567924499512,0.19086724519729614,large,1.5922081470489502,0.4375,0.125,0.5,large,True
elastic_transform/s5,159,0.711349368095398,0.5180429220199585,0.711349368095398,0.5180429220199585,large,0.8304904699325562,0.390625,0.4921875,0.515625,small,False
elastic_transform/s5,160,0.7271575927734375,0.45544952154159546,0.7271575927734375,0.45544952154159546,large,0.8010793328285217,0.359375,0.453125,0.484375,small,False
elastic_transform/s5,161,0.7124545574188232,0.4786830544471741,0.7124545574188232,0.4786830544471741,large,0.8403741717338562,0.359375,0.40625,0.46875,small,False
elastic_transform/s5,162,0.7230802774429321,0.4955108165740967,0.7230802774429321,0.4955108165740967,large,0.8183067440986633,0.390625,0.5,0.4765625,small,False
elastic_transform/s5,163,0.7509300708770752,0.47796955704689026,0.7509300708770752,0.47796955704689026,large,0.7652854919433594,0.40625,0.484375,0.484375,small,False
elastic_transform/s5,164,0.7110178470611572,0.45115622878074646,0.7110178470611572,0.45115622878074646,large,0.9592251777648926,0.3515625,0.4296875,0.4375,small,False
elastic_transform/s5,165,0.7270100116729736,0.4998043477535248,0.7270100116729736,0.4998043477535248,large,0.8078317642211914,0.3984375,0.5703125,0.53125,small,False
elastic_transform/s5,166,0.7157535552978516,0.4578208327293396,0.7157535552978516,0.4578208327293396,large,0.8777148723602295,0.4140625,0.484375,0.5546875,small,False
elastic_transform/s5,167,0.7250808477401733,0.47028684616088867,0.7250808477401733,0.47028684616088867,large,0.9655382633209229,0.4140625,0.4765625,0.4765625,small,False
elastic_transform/s5,168,0.7579606771469116,0.532339870929718,0.7579606771469116,0.532339870929718,large,0.9526620507240295,0.3828125,0.5234375,0.5078125,small,False
elastic_transform/s5,169,0.7317585945129395,0.48387259244918823,0.7317585945129395,0.48387259244918823,large,0.9197595119476318,0.4140625,0.53125,0.5703125,small,False
elastic_transform/s5,170,0.7102403044700623,0.5088819265365601,0.7102403044700623,0.5088819265365601,large,0.8967582583427429,0.4453125,0.53125,0.5234375,small,False
elastic_transform/s5,171,0.6452571153640747,0.4276462197303772,0.6452571153640747,0.4276462197303772,large,0.808345377445221,0.3125,0.3828125,0.421875,small,False
elastic_transform/s5,172,0.7440510988235474,0.5187885761260986,0.7440510988235474,0.5187885761260986,large,0.9862557053565979,0.46875,0.546875,0.5390625,small,False
elastic_transform/s5,173,0.7291492223739624,0.43610063195228577,0.7291492223739624,0.43610063195228577,large,0.9105858206748962,0.3984375,0.421875,0.46875,small,False
elastic_transform/s5,174,0.6946897506713867,0.4043642580509186,0.6946897506713867,0.4043642580509186,large,1.386717677116394,0.3984375,0.4140625,0.46875,small,False
elastic_transform/s5,175,0.7280770540237427,0.5109252333641052,0.7280770540237427,0.5109252333641052,large,0.8657853603363037,0.46875,0.484375,0.546875,small,False
