proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
nuclear_norm,beta,512,600,0.8299319727891157,488,588,0.5269839638157895,0.935546875,0.11842105263157894,512,76,0.02353843269449644,0.6719132456566335,0.8631113277696658,0.6059258735183934,0.9386641098639765,0.968846793803838,0.95521553255496,0.9560562839778464,0.9777813068257372,0.9764053337839455
ac_mc,beta,128,2355,0.7974002689376961,1779,2231,0.5242297107176288,0.9425162689804772,0.10594315245478036,1844,387,0.03593474230141727,0.48386305207498914,0.6786347748994,0.38257972035432664,0.7773624844013041,0.8816816230370825,0.8784877458925908,0.8486151637019632,0.921203106650191,0.9177320994876983
ac_mc,linear,128,2355,0.8023307933662035,1790,2231,0.5231289971806039,0.9506507592190889,0.09560723514211886,1844,387,0.03754848724499982,0.43636544587524323,0.6849978126948741,0.39265873580575816,0.830266971513164,0.9111898657871278,0.8784877458925908,0.8855226338401402,0.9410221218654428,0.9177320994876983
ac_mc,platt,128,2355,0.7991931869116988,1783,2231,0.5212309494582611,0.9468546637744034,0.09560723514211886,1844,387,0.033038488278476684,0.3699653288038383,0.6892807390395,0.4354886216376743,0.8520102292510953,0.9230440017957406,0.8784877458925908,0.913969324761339,0.9560174291096052,0.9177320994876983
nuclear_norm,beta,2048,150,0.8322147651006712,124,149,0.5209447415329768,0.9242424242424242,0.11764705882352941,132,17,0.018681464613089845,0.7851044844940454,0.9201981971736057,0.6890955610219038,0.9660148983380866,0.9828605691236609,0.9782120164959935,0.9770471692835144,0.988456963799393,0.984172250295259
nuclear_norm,platt,512,600,0.8282312925170068,487,588,0.5148026315789473,0.9375,0.09210526315789473,512,76,0.023433559920209977,0.4892156156492233,0.8616230975233656,0.6388116806955347,0.9607008218721472,0.9801534685303864,0.95521553255496,0.9719586321502723,0.9858796235597287,0.9764053337839455
nuclear_norm,linear,2048,150,0.8590604026845637,128,149,0.5104723707664884,0.9621212121212122,0.058823529411764705,132,17,0.0269861083795001,0.7584378264263025,0.8909770887022084,0.5964719208613257,0.982426184188669,0.9911741442292918,0.9782120164959935,0.980141311433906,0.9900208641407039,0.984172250295259
ac_mc,isotonic,512,600,0.8707482993197279,512,588,0.505602384868421,0.998046875,0.013157894736842105,512,76,0.01884907876263107,0.32121304654573074,0.6756307192183308,0.5223064047112604,0.7125107414041506,0.8441035134414206,0.8902493262538196,0.8290362211488578,0.9105142619140338,0.9033256325322023
atc,isotonic,128,2355,0.8238458090542358,1838,2231,0.5044981418890514,0.9934924078091106,0.015503875968992248,1844,387,0.05548823341827139,0.15381356894747633,0.3315418432582826,0.22448833195128953,0.6223081465709084,0.7888651003631155,0.7979622750431856,0.80404778563873,0.8966871169135475,0.8451772017883842
ac_mc,linear,512,600,0.8486394557823129,499,588,0.5041118421052632,0.96875,0.039473684210526314,512,76,0.03509584066101968,0.47718888598615994,0.7413240423579306,0.4106968085120494,0.8613253108975744,0.9280761342139848,0.8882146493347424,0.91043164331914,0.9541654171678724,0.9326362239366534
atc,identity,128,2355,0.8256387270282385,1842,2231,0.5014993806296838,0.9978308026030369,0.00516795865633075,1844,387,0.14973302104497274,0.5679391943741706,0.4745218861064976,0.36941208723968105,0.7207911298025151,0.848994187142948,0.8069991637475502,0.9246079127276483,0.9615653450117929,0.9172144185505207
