proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
cot,platt,1024,300,0.76,228,300,0.8270748624730926,0.6946902654867256,0.9594594594594594,226,74,-0.008993612790644912,0.272939994555373,0.8535956203683164,0.7392793804635,0.7343338109768701,0.8569327925671126,0.8148531535469864,0.8792768506617262,0.9376976328549231,0.9270467281862781
nuclear_norm,linear,2048,150,0.8466666666666667,127,150,0.8255202104759627,0.8672566371681416,0.7837837837837838,113,37,-0.027512280200345688,1.5064892815177515,0.8593905253686457,0.7664913071581906,0.7628095538077027,0.873389691837328,0.8547424603152307,0.8986873430588506,0.9479912146527786,0.949788786663967
nuclear_norm,platt,2048,150,0.8466666666666667,127,150,0.8255202104759627,0.8672566371681416,0.7837837837837838,113,37,-0.023031553984227696,1.21153953644497,0.842341240035067,0.7627541724480349,0.7807697981624221,0.8836117915478618,0.8547424603152307,0.9219527591207327,0.9601837111307048,0.949788786663967
nuclear_norm,linear,1024,300,0.8433333333333334,253,300,0.8233078210954317,0.8628318584070797,0.7837837837837838,226,74,-0.021573758609072076,1.2817508952601409,0.8503929891343223,0.7599382462927167,0.746320431283978,0.8638983917591108,0.8360344509493104,0.8890589659549759,0.9428992342530436,0.9352289954755771
nuclear_norm,platt,1024,300,0.8433333333333334,253,300,0.8233078210954317,0.8628318584070797,0.7837837837837838,226,74,-0.016464614905362683,0.9645145814418408,0.8306498104599733,0.7448321173568823,0.7693338421222923,0.8771167779277126,0.8360344509493104,0.9154502460407075,0.956791641916205,0.9352289954755771
nuclear_norm,beta,1024,300,0.8433333333333334,253,300,0.8233078210954317,0.8628318584070797,0.7837837837837838,226,74,-0.02614840514907001,1.4829945697378086,0.8478834072387873,0.7652723050021923,0.7386827911530489,0.8594665736100787,0.8360344509493104,0.8927934023187973,0.9448774535985063,0.9352289954755771
nuclear_norm,linear,512,600,0.8431703204047217,500,593,0.8214868511893554,0.8628318584070797,0.7801418439716312,452,141,-0.02016850638883229,1.3631922139494708,0.8288072466362608,0.7390909269968331,0.720220828006575,0.8486582515987074,0.8151190959134584,0.8704498297665431,0.9329790082132304,0.920736517005216
nuclear_norm,platt,512,600,0.8431703204047217,500,593,0.8214868511893554,0.8628318584070797,0.7801418439716312,452,141,-0.016113644968574967,1.0805425315110873,0.8100114985459479,0.7276850105806975,0.7405648974496593,0.8605608040398187,0.8151190959134584,0.8966849051241308,0.9469344777354612,0.920736517005216
nuclear_norm,beta,512,600,0.8414839797639123,499,593,0.8203806564990899,0.8606194690265486,0.7801418439716312,452,141,-0.025556403080227885,1.6098708478035575,0.8328819812542615,0.747368010907665,0.6965677104944352,0.8346063206652794,0.8151190959134584,0.8616837992157679,0.9282692493106555,0.920736517005216
atc,linear,512,600,0.8397976391231029,498,593,0.8143946526077952,0.8628318584070797,0.7659574468085106,452,141,-0.00011860935919891508,0.735158506916348,0.7175233662450945,0.6760686115986106,0.5988078051462064,0.7738267281156721,0.6362617413253334,0.7671545916410141,0.8758736162489507,0.8394466739143032
